stt,tuvung,cachdoc,nghia,capdo,giaotrinh
1143,微笑む,ほほえむ,cười,N2,耳から覚えるN2
1144,ふざける,ふざける,quậy phá,N2,耳から覚えるN2
1145,いたずら,,nghịch ngợm,N2,耳から覚えるN2
1146,悔やむ,くやむ,hối tiếc,N2,耳から覚えるN2
1147,ためらう,ためらう,chần chừ,N2,耳から覚えるN2
1148,敬う,うやまう,tôn trọng,N2,耳から覚えるN2
1149,さっぱり,さっぱり,"hoàn toàn, sảng khoái",N2,耳から覚えるN2
1150,すっきり,すっきり,"①sảng khoái, ②rõ ràng, gọn gàng ",N2,耳から覚えるN2
1151,実に,じつに,"thực sự là, thực tế, thực ra",N2,耳から覚えるN2
1152,思い切り,おもいきり,"hết sức, dứt khoát",N2,耳から覚えるN2
1153,何となく,なんとなく,hơi hơi (cảm giác),N2,耳から覚えるN2
1154,何だか,なんだか,"hơi hơi, 1 chút",N2,耳から覚えるN2
1155,どうにか,どうにか,"bằng cách nào đó, như thế nào đó",N2,耳から覚えるN2
1156,どうにも,どうにも,chẳng thể làm gì,N2,耳から覚えるN2
1157,何とか,なんとか,"chút nào đó, gì đó）",N2,耳から覚えるN2
1158,何とも,なんとも,không…một chút nào,N2,耳から覚えるN2
1159,わざと,わざと,cố ý,N2,耳から覚えるN2
1160,わざわざ,わざわざ,"làm phiền, gây phiền",N2,耳から覚えるN2
1161,せっかく,せっかく,đã mất công,N2,耳から覚えるN2
1162,あいにく,あいにく,đáng tiếc,N2,耳から覚えるN2
1163,案の定,あんのじょう,như mong đợi (mang kết quả xấu),N2,耳から覚えるN2
1164,いよいよ,いよいよ,"cuối cùng, đã đến lúc, càng ngày càng",N2,耳から覚えるN2
1165,さすが,さすが,"quả là, như dự đoán, thật đúng là",N2,耳から覚えるN2
1166,とにかく,とにかく,"dù sao, cách này hay cách khác",N2,耳から覚えるN2
1167,ともかく,ともかく,dù sao,N2,耳から覚えるN2
1168,せめて,せめて,ít nhất là,N2,耳から覚えるN2
1169,すくなくとも,,ít nhất là ,N2,耳から覚えるN2
1170,せいぜい,せいぜい,cho dù nhiều thì cũng cỡ ,N2,耳から覚えるN2
1171,最大,さいだい,tối đa ,N2,耳から覚えるN2
1172,どうせ,どうせ,"dù cho, đằng nào thì",N2,耳から覚えるN2
1173,ぎっしり,ぎっしり,"lèn chặt, đầy chặt, kín lịch",N2,耳から覚えるN2
1174,ずらりと,ずらりと,trong một dãy,N2,耳から覚えるN2
1175,あっさり,あっさり,"① tao nhã (món ăn, màu sắc, thiết kế)
② dễ dàng, trôi chảy",N2,耳から覚えるN2
1176,しんと・しいんと,しんと・しいんと,"yên lặng, lặng lẽ",N2,耳から覚えるN2
1177,ちゃんと,ちゃんと,"nghiêm túc, cẩn thận, tuyệt đối",N2,耳から覚えるN2
1178,続々,ぞくぞく,"liên tục, cái này sau cái kia",N2,耳から覚えるN2
1179,どっと,どっと,"tất cả cùng lúc, bất thình lình, bất chợt",N2,耳から覚えるN2
1180,ばったり,ばったり,"đột nhiên (ngã), ngẫu nhiên ",N2,耳から覚えるN2
1181,さっさと,さっさと,"thể hiện hành động, động tác nhanh ",N2,耳から覚えるN2
1182,さっと,さっと,thể hiện quá trình thay đổi nhanh,N2,耳から覚えるN2
1183,すっと,すっと,"đột nhiên (đứng dậy), 
sảng khoái (trong lòng, ăn chewgum thấy trong miệng sảng khoái)",N2,耳から覚えるN2
1184,せっせと,せっせと,"siêng năng, cần cù",N2,耳から覚えるN2
1185,ざっと,ざっと,"sơ qua, đại khái ",N2,耳から覚えるN2
1186,こっそり,こっそり,"bí mật, lén lút",N2,耳から覚えるN2
1187,生き生き,いきいき,sinh động,N2,耳から覚えるN2
1188,ぼんやり,ぼんやり,"nhìn thấy lờ mờ
nhớ lờ mờ, đầu óc lờ mờ
đi bộ lững thững",N2,耳から覚えるN2
1189,ふと,ふと,"đột nhiên, tình cờ",N2,耳から覚えるN2
1190,直に,じかに,trực tiếp,N2,耳から覚えるN2
1191,一度に,いちどに,cùng lúc làm nhiều thứ,N2,耳から覚えるN2
1192,一斉に,いっせいに,cùng lúc có nhiều đối tượng cùng làm một hành động,N2,耳から覚えるN2
1193,共に,ともに,cùng với,N2,耳から覚えるN2
1194,相互に,そうごに,"lẫn nhau, cùng nhau",N2,耳から覚えるN2
1195,一人一人,ひとりひとり,"từng người một, lần lượt",N2,耳から覚えるN2
1196,いちいち,いちいち,chi li quá ,N2,耳から覚えるN2
1197,所々,ところどころ,đây đó,N2,耳から覚えるN2
1198,どうか,どうか,làm ơn,N2,耳から覚えるN2
1199,できれば・できたら,できれば・できたら,nếu có thể,N2,耳から覚えるN2
1200,たいして。。。ません,たいして,Không...nhiều; không...lắm ,N2,耳から覚えるN2
1201,恐らく,おそらく,có lẽ,N2,耳から覚えるN2
1202,むしろ,むしろ,"hơn, tốt",N2,耳から覚えるN2
1203,果たして,はたして,"có thực sự là...(sẽ thành công, sẽ chiến thắng ?)
quả thực là , đúng với dự đoán",N2,耳から覚えるN2
1204,かえって,かえって,"ngược lại, hơn",N2,耳から覚えるN2
1205,必ずしも,かならずしも,"không hẳn, không cần thiết",N2,耳から覚えるN2
1206,単に,たんに,"chỉ, đơn giản",N2,耳から覚えるN2
1207,いまだに。。。ません,いまだに,vẫn chưa,N2,耳から覚えるN2
1208,ついでに,ついでに,nhân tiện,N2,耳から覚えるN2
1209,とりあえず,とりあえず,"đầu tiên, trong thơi gian này",N2,耳から覚えるN2
1210,万一・万が一,まんいち・まんがいち,"khẩn cấp, trường hợp xấu",N2,耳から覚えるN2
1211,偶然,ぐうぜん,"ngẫu nhiên, bất ngờ",N2,耳から覚えるN2
1212,たまたま,たまたま,"tình cờ, thỉnh thoảng",N2,耳から覚えるN2
1213,実際,じっさい,"tình cờ, thỉnh thoảng",N2,耳から覚えるN2
1214,同様,どうよう,giống như,N2,耳から覚えるN2
1215,元々,もともと,ban đầu,N2,耳から覚えるN2
1216,本来,ほんらい,"từ đầu, nguyên bản",N2,耳から覚えるN2
1217,ある,ある,"có, một số",N2,耳から覚えるN2
1218,あらゆる,あらゆる,tất cả,N2,耳から覚えるN2
1219,大した,たいした,"to lớn (đi cùng phủ định: không có gì to lớn)
giỏi (chỉ những người giải quyết tốt vấn đề)",N2,耳から覚えるN2
1220,いわゆる,いわゆる,cái được gọi là,N2,耳から覚えるN2
1221,手を焼く,てをやく,không biết phải làm sao,N2,耳から覚えるN2
1222,手を抜く,てをぬく,"làm qua loa, đại khái, không đàng hoàng",N2,耳から覚えるN2
1223,手を打つ,てをうつ,đưa ra biện pháp ,N2,耳から覚えるN2
1224,一生,いっせい,Một đời,N2,耳から覚えるN2
1225,生涯,しょうがい,"Sinh nhai, sự nghiệp",N2,耳から覚えるN2
1226,平等,へいとう,Bình đẳng,N2,耳から覚えるN2
1227,人類,じんるい,Nhân loại,N2,耳から覚えるN2
1228,親類,しんるい,Họ hàng,N2,耳から覚えるN2
1229,親族,しんぞく,Họ hàng,N2,耳から覚えるN2
1230,仲,なか,Quan hệ,N2,耳から覚えるN2
1231,長女,ちょうじょ,Trưởng nữ,N2,耳から覚えるN2
1232,三男,さんなん,Con trai thứ 3,N2,耳から覚えるN2
1233,三女,さんじょ,Con gái thứ 3,N2,耳から覚えるN2
1234,次男,じなん,Con trai thứ,N2,耳から覚えるN2
1235,次女,じじょ,Con gái thứ,N2,耳から覚えるN2
1236,末っ子,すえっこ,Con út,N2,耳から覚えるN2
1237,大事,だいじ,"Việc đại sự, quan trọng",N2,耳から覚えるN2
1238,従業員,じゅうぎょういん,"Công nhân, người làm thuê",N2,耳から覚えるN2
1239,腕がいい,うでがいい,Tay nghề tốt,N2,耳から覚えるN2
1240,双生児,そうせいじ,Sinh đôi,N2,耳から覚えるN2
1241,兄弟,きょうだい,Anh em,N2,耳から覚えるN2
1242,分かれる,わかれる,Phân chia,N2,耳から覚えるN2
1243,進歩,しんぽ,Tiến bộ,N2,耳から覚えるN2
1244,伸びる,のびる,"Cao hơn, phát triển hơn",N2,耳から覚えるN2
1245,未来,みらい,Tương lai (xa),N2,耳から覚えるN2
1246,希望,きぼう,Hi vọng,N2,耳から覚えるN2
1247,解決,かいけつ,Giải quyết,N2,耳から覚えるN2
1248,問題,もんだい,Vấn đề,N2,耳から覚えるN2
1249,短所,たんしょ,"Sở đoạn, điểm yếu",N2,耳から覚えるN2
1250,性格,せいかく,Tính cách,N2,耳から覚えるN2
1251,教育,きょういく,Giáo dục,N2,耳から覚えるN2
1252,伸ばす,のばす,"Làm cao lên, phát triển lên",N2,耳から覚えるN2
1253,左利き,ひだりきき,Thuận tay trái,N2,耳から覚えるN2
1254,優雅,ゆうが,Dịu dàng,N2,耳から覚えるN2
1255,模倣,もほう,Sự mô phỏng,N2,耳から覚えるN2
1256,平均,へいきん,Trung bình,N2,耳から覚えるN2
1257,一人暮らし,ひとりぐらし,Sống một mình,N2,耳から覚えるN2
1258,最近,さいきん,Gần đây,N2,耳から覚えるN2
1259,育児,いくじ,Chăm sóc trẻ,N2,耳から覚えるN2
1260,お年寄り,おとしより,Người cao tuổi,N2,耳から覚えるN2
1261,共稼ぎ,ともかせぎ,Cùng nhau kiếm tiền,N2,耳から覚えるN2
1262,欠勤,けっきん,Nghỉ phép,N2,耳から覚えるN2
1263,退勤,たいきん,Ra về = checkout,N2,耳から覚えるN2
1264,経済,けいざい,Kinh tế,N2,耳から覚えるN2
1265,玄関,げんかん,Cửa ra vào,N2,耳から覚えるN2
1266,しわ ,しわ ,Nếp Nhăn,N2,耳から覚えるN2
1267,お年を取る,おとしをとる,"Về già, tuổi già",N2,耳から覚えるN2
1268,面接,めんせつ,Phỏng vấn,N2,耳から覚えるN2
1269,お礼,おれい,"Lễ, cảm ơn",N2,耳から覚えるN2
1270,お辞儀,おじぎ,Cúi chào,N2,耳から覚えるN2
1271,認め,みとめ,Thừa nhận,N2,耳から覚えるN2
1272,豊富,ほうふ,Phong phú,N2,耳から覚えるN2
1273,信用する,しんようする,Tin tưởng,N2,耳から覚えるN2
1274,褒める,ほめる,Khen,N2,耳から覚えるN2
1275,叱る,しかる,Mắng,N2,耳から覚えるN2
1276,意思/意志,いし,Ý chí,N2,耳から覚えるN2
1277,理性,りせい,"Lý tính, lý trí",N2,耳から覚えるN2
1278,拾う,ひろう,Nhặt,N2,耳から覚えるN2
1279,結ぶ,むすぶ,Buộc,N2,耳から覚えるN2
1280,縛り,しばる,Buộc,N2,耳から覚えるN2
1281,通す,とうす,Xuyên qua,N2,耳から覚えるN2
1282,糸,いと,Sợi chỉ,N2,耳から覚えるN2
1283,蓋,ふた,Cái nắp,N2,耳から覚えるN2
1284,抜く,ぬく,"Cậy, tháo",N2,耳から覚えるN2
1285,日当たりが良い,ひあたりがいい,Có ánh sáng mặt trời chiếu vào,N2,耳から覚えるN2
1286,日当たりが悪い,ひあたりがわるい,Không có ánh sáng mặt trời chiếu vào,N2,耳から覚えるN2
1287,昨夜,さくや,Đêm qua,N2,耳から覚えるN2
1288,応募,おうぼ,Ứng tuyển,N2,耳から覚えるN2
1289,釣りをする,つりをする,Câu cá,N2,耳から覚えるN2
1290,営業,えいぎょう,"Doanh nghiệp, kinh doanh",N2,耳から覚えるN2
1291,週末,しゅうまつ,Cuối tuần,N2,耳から覚えるN2
1292,土日,どにち,"Thứ 7, cuối tuần",N2,耳から覚えるN2
1293,休日,きゅうじつ,Ngày nghỉ,N2,耳から覚えるN2
1294,祭日,さいじつ,Ngày lễ,N2,耳から覚えるN2
1295,祝日,しゅくじつ,Ngày lễ,N2,耳から覚えるN2
1296,順番,じゅんばん,Thứ tự,N2,耳から覚えるN2
1297,過去,かこ,Quá khứ,N2,耳から覚えるN2
1298,病人,びょうにん,Người ốm,N2,耳から覚えるN2
1299,列車,れっしゃ,Xe điện,N2,耳から覚えるN2
1300,貯める,ためる,Để dành tiền,N2,耳から覚えるN2
1301,景品,けいひん,Quà kèm giảm giá、Phần thưởng ,N2,耳から覚えるN2
1302,有料,ゆうりょう,Sự trả phí,N2,耳から覚えるN2
1303,試供品,しきょうひん,"Hàng dùng thử, sản phẩm dùng thử ",N2,耳から覚えるN2
1304,経営,けいえい,Kinh doanh,N2,耳から覚えるN2
1305,喫茶店,きっさてん,"Quán giải khát, cửa hàng cafe",N2,耳から覚えるN2
1306,追求,ついきゅう,Theo đuổi,N2,耳から覚えるN2
1307,損失,そんしつ,Tổn thất、lỗ ,N2,耳から覚えるN2
1308,損害,そんがい,Tổn hại,N2,耳から覚えるN2
1309,不利益,ふりえき,Không có lợi ích,N2,耳から覚えるN2
1310,黒字,くろじ,Lãi,N2,耳から覚えるN2
1311,宣伝,せんでん,Tuyên truyền,N2,耳から覚えるN2
1312,計算,けいさん,Tính toán,N2,耳から覚えるN2
1313,会計,かいけい,Tính toán,N2,耳から覚えるN2
1314,補償,ほしょう,Bồi thường、Bồi hoàn,N2,耳から覚えるN2
1315,賠償,ばいしょう,Bồi thường,N2,耳から覚えるN2
1316,倒産,とうさん,Phá sản,N2,耳から覚えるN2
1317,被災者,ひさいしゃ ,Nạn nhân,N2,耳から覚えるN2
1318,平和,へいわ,Hòa bình,N2,耳から覚えるN2
1319,甘やか,あまやか,Ngọt ngào,N2,耳から覚えるN2
1320,虐める,いじめる,Bị bắt nặt,N2,耳から覚えるN2
1321,泣く,なく,Khóc,N2,耳から覚えるN2
1322,床,ゆか,Nền nhà,N2,耳から覚えるN2
1323,種,たね,Giống,N2,耳から覚えるN2
1324,畑,はたけ,Ruộng,N2,耳から覚えるN2
1325,測る/量る/計る,はかる,Đo,N2,耳から覚えるN2
1326,測定する,そくていする,Đo lường,N2,耳から覚えるN2
1327,測量する,そくりょうする,"Đo lường, thăm dò, khảo sát",N2,耳から覚えるN2
1328,計測する,けそくする,Đo lường,N2,耳から覚えるN2
1329,運勢,うんせい,Vận may,N2,耳から覚えるN2
1330,胸,むね,Ngực,N2,耳から覚えるN2
1331,骨折,こっせつ,Gãy xương,N2,耳から覚えるN2
1332,骨,ほね,"Xương cốt, xương xẩu",N2,耳から覚えるN2
1333,死亡,しぼう,"Tử vong, chết",N2,耳から覚えるN2
1334,診察する,しさつする,"Chẩn đoán, khám bệnh",N2,耳から覚えるN2
1335,勤務する,きんむする,Làm việc,N2,耳から覚えるN2
1336,学費,がくひ,Học phí,N2,耳から覚えるN2
1337,失業率,しつぎょうりつ,Tỉ lệ thất nghiệp,N2,耳から覚えるN2
1338,磁石,じしゃく,Nam châm,N2,耳から覚えるN2
1339,離れる,はなれる,Tách ra,N2,耳から覚えるN2
1340,沈没,ちんぼつ,Sự chìm xuống,N2,耳から覚えるN2
1341,電灯,でんとう,"Điện quang, đèn điện",N2,耳から覚えるN2
1342,下げる/提げる,さげる,"Giảm bớt, hạ",N2,耳から覚えるN2
1343,転げる,ころげる,Lăn,N2,耳から覚えるN2
1344,塀,へい,"Tường, rào",N2,耳から覚えるN2
1345,散乱,さんらん,Vứt lung tung,N2,耳から覚えるN2
1346,解ける/とける,ほどける,"Mở ra,　có thể giải quyết ",N2,耳から覚えるN2
1347,解く/とく,ほどく,Cởi、giải quyết ,N2,耳から覚えるN2
1348,散る,ちる,"Tàn, rụng",N2,耳から覚えるN2
1349,手足,てあし,Tay chân,N2,耳から覚えるN2
1350,争う,あらそう,"Đánh nhau, tranh chấp",N2,耳から覚えるN2
1351,戦争する,せんそうする,Chiến tranh,N2,耳から覚えるN2
1352,闘争する,とうそうする,Đấu tranh,N2,耳から覚えるN2
1353,領土,りょうど,Lãnh thổ,N2,耳から覚えるN2
1354,取り扱う,とりつかう,"Thao tác, bán ",N2,耳から覚えるN2
1355,関係する,かんけいする,Quan hệ,N2,耳から覚えるN2
1356,立つ/発つ,たつ,Khởi hành,N2,耳から覚えるN2
1357,出発する,しゅっぱつする,Khởi hành,N2,耳から覚えるN2
1358,議長,ぎちょう,Chủ tịch,N2,耳から覚えるN2
1359,不明,ふめい,"Bất tỉnh, bất minh",N2,耳から覚えるN2
1360,寄付金,きふきん,Đóng góp,N2,耳から覚えるN2
1361,幸い,さいわい,Hạnh phúc,N2,耳から覚えるN2
1362,幸福,こうふく,Hạnh phúc,N2,耳から覚えるN2
1363,幼稚,ようち,"Ấu trĩ, non nớt",N2,耳から覚えるN2
1364,未熟,みじゅく,"Chưa có kinh nghiệm, chưa chín chắn",N2,耳から覚えるN2
1365,心強い,こころづよい,"Vững tâm, khích lệ",N2,耳から覚えるN2
1366,哀れ,あわれ,Tội nghiệp,N2,耳から覚えるN2
1367,可愛らしい,かわいらしい,"Đáng yêu, dễ thương",N2,耳から覚えるN2
1368,気の毒,きのどく,"Đáng tiếc, chia buồn, đáng thương",N2,耳から覚えるN2
1369,豊か,ゆたか,"Giàu có, phong phú",N2,耳から覚えるN2
1370,借金,しゃっきん,"Món nợ, khoản nợ",N2,耳から覚えるN2
1371,仕方ない,しかたない,Không có cách nào khác,N2,耳から覚えるN2
1372,嵐,あらし,Dông bão,N2,耳から覚えるN2
1373,煩わしい,わずらわしい,Phiền phức,N2,耳から覚えるN2
1374,諄い,くどい,"Dài dòng, lắm lời",N2,耳から覚えるN2
1375,あっさりした,あっさりした,"Đơn giản, cởi mở",N2,耳から覚えるN2
1376,煙たい,けむたい,Ngột ngạt,N2,耳から覚えるN2
1377,邪魔,じゃま,Vướng víu,N2,耳から覚えるN2
1378,煩い,うるさい,Ồn ào,N2,耳から覚えるN2
1379,平穏,へいおん,"Bình yên, bình tĩnh, yên bình",N2,耳から覚えるN2
1380,穏やか,おだやか,"Điềm đảm, yên ả, ôn hòa",N2,耳から覚えるN2
1381,怒る,おこる,Tức giận,N2,耳から覚えるN2
1382,慌しい,あわただしい,"Vội vã, cuống cuồng",N2,耳から覚えるN2
1383,傷つけ,きずつけ,Tổn thương,N2,耳から覚えるN2
1384,馬鹿馬鹿しい,ばかばかしい,"Buồn cười, ngu ngốc",N2,耳から覚えるN2
1385,出鱈目,でたらめ,"Bừa, linh tinh",N2,耳から覚えるN2
1386,いい加減,いいかげん,"Vô trách nhiệm, quá đáng ",N2,耳から覚えるN2
1387,格好,かっこう,"Ngoại hình, vẻ bề ngoài",N2,耳から覚えるN2
1388,きちんとした,きちんとした,"Gọn gàng, ngăn nắp",N2,耳から覚えるN2
1389,図々しい,ずうずうしい,"Vô liêm sỉ, trơ trẽn",N2,耳から覚えるN2
1390,殺す,ころす,Giết,N2,耳から覚えるN2
1391,緩やか,ゆるやか,"Lỏng lẻo, nhẹ nhàng, chậm rãi, thoải mái",N2,耳から覚えるN2
1392,乗り越える,のりこえる,Vuợt qua,N2,耳から覚えるN2
1393,窮屈,きゅうくつ,"Khó khăn, gò bó, không linh hoạt",N2,耳から覚えるN2
1394,粗い/荒い,あらい,"Bạo lực, cục cằn",N2,耳から覚えるN2
1395,激しい,はげしい,Mãnh liệt,N2,耳から覚えるN2
1396,強引,ごういん,Cưỡng bức,N2,耳から覚えるN2
1397,勝手,かって,Tự do,N2,耳から覚えるN2
1398,言動,げんどう,Nói và làm,N2,耳から覚えるN2
1399,強気,つよき,Mạnh bạo,N2,耳から覚えるN2
1400,勝気,かちき,Mạnh bạo,N2,耳から覚えるN2
1401,弱気/気弱,よわき/きよわ,"Rụt rè, nhút nhát",N2,耳から覚えるN2
1402,頑固,がんこ,"Ngoan cố, bướng bỉnh, cứng đầu",N2,耳から覚えるN2
1403,強情,ごうじょう,"Ngoan cố, bướng bỉnh, cứng đầu",N2,耳から覚えるN2
1404,過剰,かじょう,"Vượt quá, nhiều",N2,耳から覚えるN2
1405,重大,じゅうだい,"Nghiêm trọng, trọng đại",N2,耳から覚えるN2
1406,深刻,しんこく ,Nghiêm trọng,N2,耳から覚えるN2
1407,猛暑,もうしょ,Nóng bức dữ dội,N2,耳から覚えるN2
1408,気楽,きらく,"Thoải mái, nhẹ nhõm",N2,耳から覚えるN2
1409,安易,あんい,"Dễ dàng, dễ dãi",N2,耳から覚えるN2
1410,神経を抜いた,しんけいをぬいた,Ảnh hưởng đến thần kinh,N2,耳から覚えるN2
1411,関心,かんしん,Quan tâm,N2,耳から覚えるN2
1412,投げる,なげる,Ném,N2,耳から覚えるN2
1413,労働,ろうどう,Lao động,N2,耳から覚えるN2
1414,被害,ひがい,Thiệt hại,N2,耳から覚えるN2
1415,恵む,めぐむ,"Thuận hòa, ban cho",N2,耳から覚えるN2
1416,草,くさ,Cỏ,N2,耳から覚えるN2
1417,家畜,かちく,Gia súc,N2,耳から覚えるN2
1418,退場,たいじょう,Rời khỏi vũ đài,N2,耳から覚えるN2
1419,支援,しえん,Chi viện,N2,耳から覚えるN2
1420,回答/解答,かいとう,Trả lời,N2,耳から覚えるN2
1421,逆様,さかさま,"Ngược lại, đảo lộn",N2,耳から覚えるN2
1422,あべこべ,あべこべ,Ngược lại,N2,耳から覚えるN2
1423,左右,さゆう,Trái Phải,N2,耳から覚えるN2
1424,余所 ,よそ,Nơi khác,N2,耳から覚えるN2
1425,他,ほか,(người) khác,N2,耳から覚えるN2
1426,境界,きょうかい,"Biên giới, ngăn cách",N2,耳から覚えるN2
1427,国境,こっきょう,"Biên giới, ngăn cách",N2,耳から覚えるN2
1428,責任,せきにん,Trách nhiệm,N2,耳から覚えるN2
1429,諺,ことわざ,Tục ngữ,N2,耳から覚えるN2
1430,教訓,きょうくん,Giáo huấn,N2,耳から覚えるN2
1431,切掛,きっかけ,Động lực,N2,耳から覚えるN2
1432,契機,けいき,"Nhân tiện, cơ hội, bắt đầu",N2,耳から覚えるN2
1433,立派,りっぱ,Quý báu,N2,耳から覚えるN2
1434,利用,りよう,Sử dụng,N2,耳から覚えるN2
1435,延ばす,のばす,"Gia hạn, kéo dài",N2,耳から覚えるN2
1436,電波,でんぱ,Sóng điện,N2,耳から覚えるN2
1437,選挙,せんきょ,Bầu cử,N2,耳から覚えるN2
1438,市長,しちょう,Thị trưởng,N2,耳から覚えるN2
1439,落選,らくせん,Không được bầu,N2,耳から覚えるN2
1440,配布/配付,はいふ,Phân phát,N2,耳から覚えるN2
1441,反則,はんそく,Phạm lỗi,N2,耳から覚えるN2
1442,長年,ながねん,Nhiều năm,N2,耳から覚えるN2
1443,路上,ろじょう,Trên đường,N2,耳から覚えるN2
1444,分裂,ぶんれつ,"Sự phân liệt, rạn nứt",N2,耳から覚えるN2
1445,拡張,かくちょう,"Sự khuếch đại, sự khuếch trương",N2,耳から覚えるN2
1446,解散,かいさん,Giải tán,N2,耳から覚えるN2
1447,分散,ぶんさん,Phân tán,N2,耳から覚えるN2
1448,停電,ていでん,Mất điện,N2,耳から覚えるN2
1449,向上,こうじょう,Nâng cao,N2,耳から覚えるN2
1450,規定,きてい,Quy định,N2,耳から覚えるN2
1451,驚く,おどろく,Kinh ngạc,N2,耳から覚えるN2
1452,闘志,とうし,Ý chí chiến đấu,N2,耳から覚えるN2
1453,"湧き上がる
沸き上がる",わきあがる,"Sôi lên, tăng lên",N2,耳から覚えるN2
1454,筋肉,きんにく,Cơ bắp,N2,耳から覚えるN2
1455,歓声,かんせい,Tiếng hoan hô,N2,耳から覚えるN2
1456,出来上がる,できあがる,Hoàn thành (xong thức ăn),N2,耳から覚えるN2
1457,鍛える,きたえる,"Dạy dỗ, rèn luyện",N2,耳から覚えるN2
1458,借り出す,かりだす,Mượn,N2,耳から覚えるN2
1459,駆ける,かける,"Chạy nhanh, phi nước đại, tiến triển nhanh",N2,耳から覚えるN2
1460,見込む,みこむ,Dự kiến,N2,耳から覚えるN2
1461,羊,ひつじ,Con cừu,N2,耳から覚えるN2
1462,囲い,かこい,"Chuồng, hàng rào",N2,耳から覚えるN2
1463,師匠,ししょう,"Sư phụ, thầy dạy nghề",N2,耳から覚えるN2
1464,根気,こんき,Kiên nhẫn,N2,耳から覚えるN2
1465,暴力,ぼうりょく,Bạo lực,N2,耳から覚えるN2
1466,仲直りする,なかなおりする,Hòa giải,N2,耳から覚えるN2
1467,互い,たがい,"Lẫn nhau, song phương",N2,耳から覚えるN2
1468,人質,ひとじち,Con tin; người tù,N2,耳から覚えるN2
1469,逃走する,とうそうする,"Đào tẩu, bỏ chạy",N2,耳から覚えるN2
1470,完了,かんりょう,"Sự hoàn thành, sự kết thúc",N2,耳から覚えるN2
1471,食糧/食料,しょくりょう,"Đồ ăn, thực phẩm",N2,耳から覚えるN2
1472,自給率,じきゅうりつ,Tỷ lệ tự cung tự cấp,N2,耳から覚えるN2
1473,ぶどう,ぶどう,Quả nho,N2,耳から覚えるN2
1474,屑 ,くず,Vụn rác,N2,耳から覚えるN2
1475,小麦,こむぎ,Lúa mì,N2,耳から覚えるN2
1476,所持,しょじ,Sở hữu,N2,耳から覚えるN2
1477,制作/製作,せいさく,Sản xuất,N2,耳から覚えるN2
1478,天然,てんねん,Thiên nhiên,N2,耳から覚えるN2
1479,役目,やくめ,Vai trò,N2,耳から覚えるN2
1480,交代/交替,こうたい,"Thay phiên, thay đổi",N2,耳から覚えるN2
1481,笛,ふえ,"Cái sáo, cái còi",N2,耳から覚えるN2
1482,予想,よそう,Dự đoán,N2,耳から覚えるN2
1483,外見,がいけん,"Ngoại hình, vẻ bề ngoài",N2,耳から覚えるN2
1484,肩書き,かたがき,Chức vụ,N2,耳から覚えるN2
1485,推量,すいりょう,"Sự phỏng đoán, sự ước lượng",N2,耳から覚えるN2
1486,物質,ぶっしつ,Vật chất,N2,耳から覚えるN2
1487,効果,こうか,Hiệu quả,N2,耳から覚えるN2
1488,継続,けいぞく,"Sự tiếp tục, sự liên tục",N2,耳から覚えるN2
1489,下降,かこう,Rơi xuống; tụt xuống,N2,耳から覚えるN2
1490,支障,ししょう,"Chướng ngại, khó khăn",N2,耳から覚えるN2
1491,組合,くみあい,Tập đoàn,N2,耳から覚えるN2
1492,待遇,たいぐう,Đãi ngộ,N2,耳から覚えるN2
1493,不一致,ふいっち,Không nhất trí,N2,耳から覚えるN2
1494,湖,みずうみ,Hồ,N2,耳から覚えるN2
1495,浸かる,つかる,"Ngập, ngâm",N2,耳から覚えるN2
1496,浸ける,つける,"Làm ngập, ngâm",N2,耳から覚えるN2
1497,追求する,ついきゅうする,Theo đuổi,N2,耳から覚えるN2
1498,追究する,ついきゅうする,Truy cứu,N2,耳から覚えるN2
1499,振り返す,ふりかえす,Xác nhận lại,N2,耳から覚えるN2
1500,文章,さくじょする,Văn chương,N2,耳から覚えるN2
1501,削除する,さくげんする,"Gạch bỏ, xóa bỏ",N2,耳から覚えるN2
1502,削減する,さくげんする,Sự cắt giảm,N2,耳から覚えるN2
1503,搾る,しぼる,"Vắt, bóp",N2,耳から覚えるN2
1504,絞る,しぼる,"Vắt, bóp",N2,耳から覚えるN2
1505,搾り取る,しぼりとる,"Vắt, bóp, nghĩa bóng: bóc lột",N2,耳から覚えるN2
1506,通り掛かる,とおりかかる,Tình cờ đi ngang qua,N2,耳から覚えるN2
1507,補足する,ほそくする,"Thêm, bổ sung",N2,耳から覚えるN2
1508,tuvung,cachdoc,nghia,level,giaotrinh
1509,助ける,たすける,Giúp đỡ,N2,耳から覚えるN2
1510,仕舞う,しまう,"Cất đi, đưa vào",N2,耳から覚えるN2
1511,怠る ,おこたる,Bỏ bê; sao nhãng,N2,耳から覚えるN2
1512,失せる,うせる,"Biến đi, biến mất",N2,耳から覚えるN2
1513,逃す,のがす,Bỏ lỡ ,N2,耳から覚えるN2
1514,掴む,つかむ ,Nắm bắt,N2,耳から覚えるN2
1515,得る,える,"Thu được, lĩnh hội, lí giải",N2,耳から覚えるN2
1516,引き起こす,ひきおこす,"Dẫn đến, gây ra",N2,耳から覚えるN2
1517,引っくり返る,ひっくりかえる,"Đảo ngược, ngã",N2,耳から覚えるN2
1518,滑れる,ずれる,"Trượt khỏi, lệch khỏi",N2,耳から覚えるN2
